u,i,r,t
5015,4741,5.0,1181692800
5015,322,1.0,1255392000
5015,2427,5.0,1331337600
5015,453,5.0,1371427200
5015,2127,4.0,1050364800
5015,10193,2.0,1334102400
5015,1394,4.0,1074038400
5015,2659,2.0,1070409600
5015,4696,4.0,1332460800
5015,31,4.0,1050364800
5015,2112,4.0,1256688000
5015,133,5.0,1337040000
5015,4567,5.0,1050451200
5015,956,1.0,1396828800
7954,933,2.0,1399680000
7954,6047,4.0,1395273600
7954,28,4.0,1388016000
7954,2721,2.0,1391472000
7954,3037,2.0,1365465600
7954,71,5.0,1396396800
7954,64,3.0,1369008000
7954,1928,2.0,1393977600
7954,2267,4.0,1397865600
7954,674,3.0,1394064000
7954,833,2.0,1368835200
7954,5918,5.0,1370649600
7954,623,4.0,1393027200
7954,6376,3.0,1402963200
7954,200,3.0,1390003200
7954,158,1.0,1397260800
7954,567,5.0,1378857600
7954,446,4.0,1396051200
7954,3177,5.0,1309305600
7954,4247,5.0,1369958400
7954,414,1.0,1368748800
7954,3497,4.0,1367798400
7954,51,1.0,1396656000
7954,1761,3.0,1389916800
7954,1951,3.0,1392422400
7954,278,1.0,1363824000
7954,7424,5.0,1403308800
7954,3473,2.0,1387670400
7954,3084,1.0,1374883200
7954,6878,3.0,1369612800
7954,8126,4.0,1367280000
7954,7077,4.0,1387756800
6079,736,5.0,1376956800
6079,140,5.0,1376956800
6079,5422,5.0,1379980800
6079,1225,5.0,1376956800
6079,87,5.0,1376956800
6079,432,2.0,1376956800
6079,348,5.0,1376956800
6079,5964,5.0,1376956800
6079,200,2.0,1368748800
6079,45,5.0,1376956800
6079,158,5.0,1376956800
6079,283,1.0,1379980800
6079,82,5.0,1376956800
6079,602,1.0,1376956800
6079,1456,5.0,1379980800
6079,3022,5.0,1376956800
6079,134,5.0,1376956800
6079,28,5.0,1376956800
6079,1286,5.0,1379980800
6575,3519,5.0,1368921600
6575,1819,3.0,1227052800
6575,2290,5.0,1362441600
6575,1087,5.0,1403827200
6575,1048,5.0,1374364800
6575,611,3.0,1403827200
6575,833,5.0,1350345600
6575,2122,5.0,1372118400
6575,28,5.0,1227052800
6575,1520,5.0,1393545600
6575,600,5.0,1362441600
5152,6127,5.0,1147478400
5152,472,1.0,1365465600
5152,272,1.0,1366675200
5152,1004,5.0,1158537600
5152,6344,4.0,1346198400
5152,1359,5.0,1239408000
5152,6686,2.0,1266451200
5152,2734,4.0,1387065600
5152,376,5.0,1240704000
5152,28,1.0,1360108800
5152,156,3.0,1105056000
5152,3891,5.0,1122595200
5152,318,4.0,1367539200
5152,1814,1.0,1277078400
5152,5158,1.0,1371081600
5152,1528,1.0,1343692800
5152,2488,1.0,1274659200
5152,842,2.0,1164326400
5152,7184,1.0,1277510400
5152,3537,5.0,1126137600
5152,3557,1.0,1276387200
5152,5645,1.0,1314403200
5152,8406,5.0,1404000000
7516,313,3.0,1400025600
7516,1933,5.0,1329436800
7516,4003,5.0,1356912000
7516,1359,4.0,1356912000
7516,879,1.0,1396483200
7516,447,5.0,1400025600
7516,595,5.0,1400025600
7516,279,3.0,1400025600
7516,4629,4.0,1356912000
7516,28,1.0,1241654400
7516,1103,5.0,1219017600
7516,277,5.0,1356912000
7516,540,3.0,1396483200
7516,111,5.0,1356912000
7516,173,5.0,1400025600
7516,6081,4.0,1356912000
7516,2431,5.0,1396483200
7516,93,5.0,1339545600
6307,909,2.0,1144972800
6307,1340,2.0,1193788800
6307,535,4.0,1155513600
6307,259,5.0,1213315200
6307,1785,5.0,1204848000
6307,135,4.0,1151884800
6307,850,2.0,1162944000
6307,311,4.0,1144800000
6307,3922,4.0,1146096000
6307,3565,2.0,1146614400
6307,1318,1.0,1206403200
6307,768,3.0,1154476800
6307,8684,3.0,1207612800
6307,1898,5.0,1145491200
6307,197,3.0,1178668800
6307,949,3.0,1145145600
6307,28,5.0,1205971200
6307,8646,3.0,1164412800
6307,644,2.0,1146182400
6307,954,2.0,1148601600
6307,986,2.0,1193702400
6307,3347,2.0,1146009600
6307,484,3.0,1147651200
6307,3291,5.0,1149552000
6307,7643,5.0,1145923200
6307,3966,5.0,1147737600
6307,346,3.0,1206835200
6307,2023,5.0,1148774400
3451,3781,5.0,1191628800
3451,1707,5.0,1350518400
3451,819,5.0,1201737600
3451,334,5.0,1317081600
3451,541,5.0,1207958400
3451,1491,5.0,1349049600
3451,749,1.0,1315180800
3451,2475,5.0,1371859200
3451,28,3.0,1207958400
3451,1781,4.0,1364601600
3451,3038,2.0,1122595200
3451,773,5.0,1248480000
3451,263,1.0,1224028800
3451,3731,5.0,1395273600
3451,50,1.0,1129766400
3451,129,5.0,1264464000
3451,2591,5.0,1227830400
3451,8224,4.0,1223942400
3451,111,1.0,1248825600
3451,855,5.0,1374883200
3451,9561,4.0,1364774400
3451,209,5.0,1248307200
3451,7191,5.0,1349049600
3451,1448,5.0,1402099200
3451,1057,4.0,1223942400
3451,4347,2.0,1186099200
3451,135,5.0,1194393600
3451,100,5.0,1194393600
3294,988,5.0,1387497600
3294,239,1.0,1069200000
3294,395,3.0,1354665600
3294,1981,5.0,1391558400
3294,3737,4.0,1383350400
3294,5107,5.0,1383350400
3294,1070,3.0,1400716800
3294,3910,5.0,1058227200
3294,195,5.0,1388448000
3294,1554,4.0,977097600
3294,420,5.0,1387497600
3294,943,3.0,1400976000
3294,39,5.0,1387497600
3294,3361,1.0,1388275200
3294,28,5.0,1388275200
8099,28,4.0,1402531200
8099,71,4.0,1398124800
8099,2041,5.0,1399766400
8099,520,5.0,1386806400
8099,3529,4.0,1384214400
8099,396,5.0,1388102400
8099,446,5.0,1389225600
8099,8982,5.0,1403913600
8099,338,5.0,1362528000
8099,574,5.0,1366848000
8099,4114,5.0,1402531200
8099,2662,4.0,1391126400
8099,1975,5.0,1383004800
8099,2188,5.0,1359849600
8099,803,5.0,1384214400
8099,180,5.0,1366502400
5767,980,1.0,1265587200
5767,340,1.0,1233792000
5767,396,1.0,1261785600
5767,2134,1.0,1348704000
5767,226,3.0,1139184000
5767,7311,1.0,1253318400
5767,1291,1.0,1267660800
5767,634,5.0,1262476800
5767,7136,2.0,1230336000
5767,4050,4.0,1242259200
5767,28,1.0,1231286400
5767,9367,5.0,1285977600
5767,482,5.0,1252454400
5767,3501,2.0,1238889600
5767,788,2.0,1213142400
5767,4217,1.0,1143158400
6714,2093,5.0,1128729600
6714,8392,4.0,1230681600
6714,28,5.0,1211241600
6714,3498,2.0,1216598400
6714,4973,4.0,1112572800
6714,2589,2.0,1130716800
6714,5950,4.0,1230681600
6714,562,3.0,1231286400
6714,2287,4.0,1174953600
6714,7798,5.0,1210377600
6714,5041,4.0,1176163200
7205,2996,5.0,1351382400
7205,4761,4.0,1283126400
7205,1192,1.0,1274400000
7205,2225,1.0,1371427200
7205,4152,4.0,1261267200
7205,3917,5.0,1283040000
7205,10188,1.0,1345161600
7205,964,5.0,1262131200
7205,7136,4.0,1275264000
7205,1031,1.0,1385769600
7205,3987,4.0,1255910400
7205,8347,5.0,1258848000
7205,3982,1.0,1283040000
7205,28,1.0,1275264000
7205,636,1.0,1342137600
7205,8445,5.0,1402012800
7205,445,3.0,1343433600
31,1531,5.0,1351382400
31,2723,5.0,1241049600
31,2338,4.0,1312156800
31,3271,5.0,1338854400
31,7789,4.0,1326412800
31,8157,5.0,1203638400
31,6570,5.0,1310342400
31,7308,4.0,1240617600
31,5840,4.0,1326844800
31,6605,3.0,1226361600
31,8482,5.0,1231113600
31,5544,5.0,1314230400
31,6249,5.0,1297555200
31,1611,3.0,1309392000
31,2037,5.0,1256774400
31,2214,4.0,1242086400
31,3078,5.0,1234396800
31,5889,5.0,1318723200
31,4726,2.0,1248393600
31,2129,5.0,1190678400
31,1741,5.0,1271203200
31,8174,5.0,1292544000
31,9960,5.0,1211673600
31,547,5.0,1267142400
31,2220,4.0,1279065600
31,1156,5.0,1395100800
31,1354,4.0,1374364800
31,3833,5.0,1180742400
31,853,5.0,1385596800
31,5547,5.0,1275868800
31,5031,5.0,1182902400
31,147,5.0,1273449600
69,403,2.0,1092528000
69,2380,5.0,1098057600
69,5141,4.0,1096761600
69,1316,2.0,1097798400
69,153,5.0,1091059200
69,2614,5.0,1094083200
69,66,3.0,1091059200
69,29,5.0,1091059200
69,539,5.0,1100563200
69,3510,3.0,1092873600
69,110,3.0,1152576000
69,75,4.0,1151712000
69,1082,4.0,1097193600
69,3256,4.0,1092873600
69,2101,4.0,1093478400
69,243,5.0,1091059200
69,9009,5.0,1118966400
69,2278,1.0,1092873600
69,58,5.0,1094256000
69,1371,3.0,1111881600
69,3663,5.0,1095984000
69,2692,4.0,1204502400
69,1350,2.0,1211846400
69,3883,4.0,1097884800
69,2384,5.0,1130112000
69,408,5.0,1120521600
69,1374,5.0,1092787200
69,300,5.0,1091059200
69,3589,4.0,1167264000
69,128,5.0,1091059200
69,7688,5.0,1107043200
69,1606,5.0,1096243200
946,1008,5.0,1032480000
946,492,5.0,998784000
946,3782,5.0,1010793600
946,29,5.0,1032566400
946,7247,3.0,999475200
946,8852,4.0,979171200
946,6190,5.0,1030320000
946,9803,5.0,1001462400
946,1209,5.0,1000339200
946,932,5.0,1010793600
946,4004,5.0,999734400
513,1949,2.0,1216771200
513,116,4.0,1056412800
513,5711,5.0,1121299200
513,5149,2.0,992908800
513,3889,4.0,971654400
513,29,4.0,1023580800
513,256,5.0,1023580800
513,5910,3.0,1043280000
513,5056,5.0,1037145600
513,4786,4.0,971395200
513,251,3.0,1185148800
513,2144,4.0,1366848000
513,4651,4.0,1023580800
513,2781,5.0,1367107200
513,7583,5.0,1132358400
513,4325,3.0,1104105600
109,772,5.0,1203120000
109,3970,5.0,1202169600
109,66,5.0,1187308800
109,1273,4.0,1195948800
109,7161,5.0,1187654400
109,952,3.0,1196121600
109,100,5.0,1194652800
109,760,5.0,1187308800
109,2563,5.0,1200960000
109,274,5.0,1189036800
109,7512,5.0,1211587200
109,2334,5.0,1197331200
109,306,5.0,1202169600
109,509,4.0,1203897600
109,1734,5.0,1197590400
109,445,5.0,1198368000
109,199,5.0,1196121600
109,69,5.0,1185408000
109,29,4.0,1187308800
109,2257,4.0,1203897600
109,5340,5.0,1203897600
109,438,2.0,1200441600
109,1422,3.0,1187654400
109,931,4.0,1190073600
109,128,3.0,1187308800
109,8279,5.0,1211587200
109,88,4.0,1187308800
109,837,5.0,1185321600
109,3400,5.0,1203897600
366,5029,4.0,1033689600
366,2844,5.0,1033689600
366,29,5.0,1023408000
366,1340,1.0,1022889600
366,160,5.0,1036972800
366,2042,5.0,1076630400
366,745,3.0,1078012800
366,243,3.0,1014681600
366,1979,3.0,1076716800
366,192,4.0,1076630400
366,945,2.0,1023926400
366,5382,5.0,1019692800
366,4180,4.0,1023926400
366,992,5.0,1023408000
366,1640,5.0,1030060800
366,2184,4.0,1030752000
366,743,4.0,1038268800
366,77,4.0,1059436800
366,86,4.0,1076630400
366,5868,5.0,1042848000
366,4927,5.0,987120000
366,5506,3.0,1023408000
366,1662,4.0,1008720000
366,1564,5.0,1076630400
366,2189,4.0,1033689600
368,818,5.0,1036454400
368,4496,5.0,1129507200
368,7556,5.0,1147564800
368,5663,5.0,1149033600
368,2124,5.0,1200873600
368,243,5.0,1090454400
368,2456,5.0,1090454400
368,128,4.0,1296345600
368,56,5.0,1089331200
368,370,5.0,1385164800
368,1822,5.0,1388275200
368,712,5.0,1041033600
368,1121,5.0,1304208000
368,603,5.0,1343865600
368,29,5.0,1036886400
368,3664,5.0,1050796800
368,5276,5.0,1148428800
368,108,5.0,1243036800
6985,2966,3.0,1034467200
6985,3031,4.0,1119484800
6985,8173,5.0,1039478400
6985,1537,3.0,1134172800
6985,5898,1.0,1032307200
6985,4488,5.0,1032480000
6985,3685,5.0,1032480000
6985,1791,4.0,1032134400
6985,2239,3.0,1032307200
6985,29,5.0,1039478400
6985,101,2.0,1034640000
6985,8665,4.0,1034380800
6985,6241,1.0,1031875200
6985,8120,5.0,1031875200
6985,3717,3.0,1032134400
6985,326,4.0,1034640000
6985,57,5.0,1032134400
6985,743,5.0,1034899200
6985,540,5.0,1032134400
6985,4540,3.0,1032134400
6985,2657,4.0,1135036800
6985,2474,3.0,1032307200
6985,1294,5.0,1032220800
6985,5192,5.0,1119657600
6985,1848,5.0,1034640000
6985,860,4.0,1034380800
6985,2376,3.0,1034553600
6985,6399,3.0,1034380800
6985,2223,3.0,1034380800
6985,496,5.0,1085961600
6985,1027,4.0,1032912000
6985,2324,4.0,1032134400
1038,984,3.0,1231718400
1038,1712,3.0,1232668800
1038,199,4.0,1228003200
1038,182,5.0,1234742400
1038,659,4.0,1232668800
1038,95,1.0,1227052800
1038,29,5.0,1227916800
1038,466,4.0,1236384000
1038,2750,4.0,1232755200
1038,66,4.0,1227916800
1038,3355,4.0,1238198400
1038,176,5.0,1234742400
1038,128,5.0,1227916800
1038,1401,5.0,1237161600
1038,4569,3.0,1234742400
1038,2555,4.0,1238198400
1038,435,5.0,1231718400
1038,1472,4.0,1231718400
943,6241,1.0,1162771200
943,4783,4.0,1051142400
943,10173,4.0,1052956800
943,2869,3.0,1049068800
943,7865,5.0,1049155200
943,298,4.0,1049241600
943,1431,5.0,1054166400
943,3829,3.0,1043712000
943,1074,3.0,1050969600
943,715,4.0,1055808000
943,4306,5.0,1043798400
943,602,4.0,1049155200
943,2948,1.0,1065398400
943,7092,4.0,1062460800
943,263,1.0,1223856000
943,619,3.0,1061251200
943,4662,1.0,1043366400
943,6399,4.0,1054857600
943,195,5.0,1043712000
943,7916,5.0,1049155200
943,2217,3.0,1050969600
943,1123,5.0,1048032000
943,3607,3.0,1057104000
943,696,5.0,1049241600
943,107,5.0,1051228800
943,6810,3.0,1065571200
943,116,5.0,1043193600
943,3156,4.0,1060128000
943,128,4.0,1048723200
943,505,4.0,1048032000
943,4585,4.0,1051142400
943,923,4.0,1054771200
4607,4831,2.0,1324339200
4607,7953,3.0,1176076800
4607,4093,3.0,1347753600
4607,50,4.0,1334102400
4607,69,1.0,1262649600
4607,957,5.0,1281830400
4607,1642,4.0,1281052800
4607,136,5.0,1240272000
4607,29,5.0,1024099200
4607,9875,5.0,1293408000
4607,1950,4.0,1349654400
4607,4204,2.0,1334707200
4607,9752,3.0,1303430400
4607,9187,3.0,1347753600
4607,1779,3.0,1348963200
4607,8553,4.0,1312588800
4607,6085,4.0,1390348800
4607,6566,3.0,1296000000
4607,4763,5.0,1288483200
4607,2404,5.0,1357430400
4607,7083,4.0,1329782400
4607,5931,4.0,1271462400
4607,4331,4.0,1299888000
4607,5850,3.0,1348531200
4607,2517,1.0,1313452800
4607,3780,5.0,940377600
4607,10082,2.0,1331078400
4607,6226,5.0,1339891200
4607,6012,4.0,1328227200
4607,6392,4.0,1328227200
4607,3580,5.0,1119398400
662,933,4.0,1392076800
662,3164,5.0,1402704000
662,4694,3.0,1363132800
662,4331,5.0,1049932800
662,577,3.0,1392076800
662,7841,5.0,1049932800
662,1005,5.0,1321315200
662,596,5.0,1049155200
662,544,5.0,1085702400
662,113,4.0,1114992000
662,2035,4.0,1052179200
662,29,5.0,1397347200
662,9132,3.0,1242691200
662,9768,5.0,1111622400
662,2285,5.0,1109980800
662,128,4.0,1397347200
662,357,5.0,1402704000
662,2719,4.0,1049932800
662,1871,2.0,1181174400
1232,242,1.0,1262131200
1232,10099,1.0,1236038400
1232,498,1.0,1194998400
1232,2973,5.0,1238198400
1232,125,5.0,1236643200
1232,5860,4.0,1390953600
1232,5085,5.0,1225670400
1232,1855,4.0,1403481600
1232,1050,5.0,1237766400
1232,10039,5.0,1403481600
1232,3243,5.0,1238198400
1232,2557,5.0,1238198400
1232,2350,4.0,1245888000
1232,5986,4.0,1358380800
1232,2644,1.0,1235433600
1232,2274,5.0,1257206400
1232,3736,1.0,1236643200
1232,424,5.0,1238198400
1232,5897,5.0,1257206400
1232,29,5.0,1238198400
4866,6932,5.0,1370995200
4866,7765,4.0,1370995200
4866,6251,4.0,1293753600
4866,29,4.0,1370995200
4866,348,5.0,1353542400
4866,9562,5.0,1202428800
4866,3575,5.0,1371427200
4866,5641,2.0,1370995200
4866,9088,5.0,1370995200
4866,7855,4.0,1184716800
4866,7276,4.0,1353542400
4866,4754,2.0,1184716800
4866,7847,3.0,1370995200
4866,9769,5.0,1374192000
4866,8118,5.0,1389139200
3943,1153,5.0,1392422400
3943,90,4.0,1392595200
3943,29,5.0,1392595200
3943,1073,5.0,1393459200
3943,3845,5.0,1392595200
3943,3409,2.0,1394236800
3943,4908,5.0,1394236800
3943,3188,5.0,1393286400
3943,294,2.0,1394236800
3943,115,5.0,1392595200
3943,780,5.0,1392595200
3943,305,5.0,1393286400
3943,8510,4.0,1392422400
3943,284,3.0,1392595200
3943,788,2.0,1392595200
4208,6070,4.0,1073865600
4208,345,4.0,1086134400
4208,2141,5.0,1072137600
4208,29,5.0,1072742400
4208,5403,4.0,1073779200
4208,2202,5.0,1072051200
4208,2436,5.0,1086048000
4208,235,4.0,1072051200
4208,3807,4.0,1073779200
4208,518,3.0,1120003200
1315,928,5.0,1006560000
1315,5104,5.0,1055894400
1315,2092,5.0,1382745600
1315,128,5.0,1260662400
1315,3704,3.0,1394409600
1315,4013,1.0,1119312000
1315,253,4.0,1394409600
1315,3094,5.0,1394409600
1315,5297,4.0,1169510400
1315,6967,4.0,1394496000
1315,489,5.0,1282089600
1315,1498,4.0,1288915200
1315,3569,5.0,1316476800
1315,1153,4.0,1394409600
1315,435,5.0,1157846400
1315,8585,5.0,1158105600
1315,7027,5.0,1394409600
1315,29,5.0,1260662400
1315,830,4.0,1282089600
1315,9471,5.0,1347148800
1315,375,5.0,1363824000
1315,8169,4.0,1354060800
1315,7519,4.0,1169510400
1315,3634,4.0,1160265600
1315,7337,5.0,1354060800
1315,421,4.0,1382745600
5416,5819,5.0,1361923200
5416,3902,2.0,1210723200
5416,897,5.0,1373846400
5416,1377,2.0,1179360000
5416,4606,5.0,1210723200
5416,1884,4.0,1373846400
5416,41,5.0,1280275200
5416,8400,3.0,1174953600
5416,199,4.0,1392854400
5416,7608,3.0,1367798400
5416,88,5.0,1392854400
5416,6853,1.0,1174953600
5416,1664,5.0,1399766400
5416,416,5.0,1358121600
5416,242,4.0,1392854400
5416,2282,5.0,1401321600
5416,9087,5.0,1365292800
5416,72,5.0,1270944000
5416,2252,2.0,1179360000
5416,397,5.0,1373846400
5416,9916,5.0,1280275200
5416,4829,2.0,1373846400
5416,29,4.0,1379894400
3332,9327,3.0,1385337600
3332,1153,5.0,1373155200
3332,7487,5.0,1385337600
3332,1897,5.0,1395273600
3332,277,5.0,1385337600
3332,7891,5.0,1385337600
3332,147,5.0,1385337600
3332,66,5.0,1385337600
3332,238,5.0,1375056000
3332,6280,5.0,1385337600
3332,2013,5.0,1385337600
3332,3867,5.0,1388361600
3332,152,5.0,1373155200
3332,1504,5.0,1398211200
3332,9607,5.0,1385337600
3332,29,5.0,1385337600
2263,32,5.0,1084492800
2263,261,5.0,1088726400
2263,3027,1.0,1089849600
2263,192,5.0,1088812800
2263,1558,5.0,1069977600
2263,2478,5.0,1088812800
2263,29,2.0,1090800000
2263,604,5.0,1112745600
2263,5060,2.0,1088812800
2263,4421,5.0,1084924800
2263,332,4.0,1089849600
2263,303,5.0,1089849600
2263,488,5.0,1069977600
1390,570,4.0,1080086400
1390,2512,4.0,1070582400
1390,32,5.0,1068854400
1390,1395,5.0,1100822400
1390,5450,4.0,1055548800
1390,326,5.0,1069459200
1390,3815,4.0,1100822400
1390,989,5.0,1100822400
1390,407,1.0,1100822400
1390,393,4.0,1100822400
1390,128,4.0,1056240000
1390,345,5.0,1058572800
1390,1369,4.0,1058313600
1390,5112,4.0,1056067200
1390,3883,4.0,1058140800
1390,2388,3.0,1055462400
1390,4302,4.0,1083628800
1390,3476,4.0,1062201600
1390,29,4.0,1055289600
1390,4268,4.0,1057536000
1390,3156,3.0,1058572800
1390,1152,4.0,1055203200
1390,324,2.0,1100822400
1390,1014,4.0,1062547200
1390,478,3.0,1057968000
1390,2679,4.0,1100822400
1390,856,3.0,1100822400
1390,320,4.0,1071273600
1390,421,5.0,1055721600
1390,119,5.0,1100822400
1390,235,4.0,1057968000
1390,3522,3.0,1070150400
3673,760,3.0,1189209600
3673,3741,5.0,1207353600
3673,5124,5.0,1207353600
3673,41,5.0,1219536000
3673,1073,5.0,1252713600
3673,8394,5.0,1207353600
3673,1628,1.0,1192320000
3673,5274,5.0,1207353600
3673,9819,5.0,1252713600
3673,3200,5.0,1239580800
3673,9315,5.0,1203897600
3673,128,5.0,1189209600
3673,1985,5.0,1239580800
3673,702,3.0,1263686400
3673,2171,5.0,1354665600
3673,2409,5.0,1189296000
3673,29,5.0,1189209600
3673,2529,1.0,1374796800
3673,9458,5.0,1222732800
3673,327,5.0,1374796800
3673,1978,5.0,1252713600
3673,5053,5.0,1214179200
3673,3065,4.0,1207353600
3673,88,5.0,1189209600
3673,8496,1.0,1235347200
3673,1130,5.0,1263686400
3673,7796,5.0,1374796800
3673,6984,5.0,1374796800
3673,697,5.0,1189209600
2369,4780,4.0,1026691200
2369,1234,5.0,997228800
2369,57,4.0,1026691200
2369,489,4.0,1026691200
2369,3021,5.0,1026691200
2369,887,5.0,1016150400
2369,4879,4.0,1026691200
2369,1600,5.0,1016150400
2369,29,4.0,1026691200
2369,8258,5.0,1041897600
2369,120,5.0,1016150400
2369,5348,4.0,1016150400
2369,9499,5.0,992822400
2369,2111,1.0,992217600
4142,670,2.0,1122163200
4142,2253,5.0,1050019200
4142,3916,1.0,1141862400
4142,124,1.0,1064188800
4142,3913,4.0,1050019200
4142,3454,5.0,1076371200
4142,1508,1.0,1244073600
4142,29,4.0,1024531200
4142,2323,5.0,1064188800
4142,1747,5.0,1077148800
4142,6430,5.0,1075420800
2264,8440,5.0,1028764800
2264,3701,4.0,1029888000
2264,29,4.0,1031184000
2264,2092,5.0,1028160000
2264,5683,5.0,1103328000
2264,2256,5.0,1028764800
2264,3153,5.0,1031184000
2264,1560,5.0,1028505600
2264,1027,4.0,1031184000
2264,2977,3.0,1031184000
2264,826,5.0,1031184000
7520,5279,5.0,1369699200
7520,394,5.0,1401408000
7520,9933,5.0,1367625600
7520,7077,5.0,1367625600
7520,1699,5.0,1396224000
7520,1989,5.0,1367625600
7520,5530,5.0,1386374400
7520,421,5.0,1396656000
7520,66,5.0,1402790400
7520,1598,5.0,1385510400
7520,1156,5.0,1367625600
7520,2856,5.0,1396656000
7520,6738,5.0,1278460800
7520,8651,5.0,1367625600
7520,6520,5.0,1367625600
7520,7070,5.0,1373241600
7520,7239,5.0,1367625600
7520,590,5.0,1367625600
7520,1830,5.0,1396656000
7520,9309,5.0,1404086400
7520,740,5.0,1367625600
7520,853,5.0,1402790400
7520,1027,5.0,1402790400
7520,2101,5.0,1399420800
7520,122,5.0,1366243200
7520,146,5.0,1396224000
7520,29,5.0,1400716800
7520,3635,5.0,1367625600
7520,8154,2.0,1400716800
7520,10087,5.0,1399420800
7520,502,5.0,1369526400
7520,6251,5.0,1367625600
5133,238,5.0,1397088000
